"","x"
"3169","pcm_fftMag_psySharpness_sma_de_quartile1"
"3170","pcm_fftMag_psySharpness_sma_de_quartile2"
"3171","pcm_fftMag_psySharpness_sma_de_quartile3"
"3172","pcm_fftMag_psySharpness_sma_de_iqr1.2"
"3173","pcm_fftMag_psySharpness_sma_de_iqr2.3"
"3174","pcm_fftMag_psySharpness_sma_de_iqr1.3"
"3175","pcm_fftMag_psySharpness_sma_de_percentile1.0"
"3176","pcm_fftMag_psySharpness_sma_de_percentile99.0"
"3177","pcm_fftMag_psySharpness_sma_de_pctlrange0.1"
"3178","pcm_fftMag_psySharpness_sma_de_stddev"
"3179","pcm_fftMag_psySharpness_sma_de_skewness"
"3180","pcm_fftMag_psySharpness_sma_de_kurtosis"
"3181","pcm_fftMag_psySharpness_sma_de_meanSegLen"
"3182","pcm_fftMag_psySharpness_sma_de_maxSegLen"
"3183","pcm_fftMag_psySharpness_sma_de_minSegLen"
"3184","pcm_fftMag_psySharpness_sma_de_segLenStddev"
"3185","pcm_fftMag_psySharpness_sma_de_upleveltime25"
"3186","pcm_fftMag_psySharpness_sma_de_upleveltime50"
"3187","pcm_fftMag_psySharpness_sma_de_upleveltime75"
"3188","pcm_fftMag_psySharpness_sma_de_upleveltime90"
"3189","pcm_fftMag_psySharpness_sma_de_risetime"
"3190","pcm_fftMag_psySharpness_sma_de_leftctime"
"3191","pcm_fftMag_psySharpness_sma_de_lpgain"
"3192","pcm_fftMag_psySharpness_sma_de_lpc0"
"3193","pcm_fftMag_psySharpness_sma_de_lpc1"
"3194","pcm_fftMag_psySharpness_sma_de_lpc2"
"3195","pcm_fftMag_psySharpness_sma_de_lpc3"
"3196","pcm_fftMag_psySharpness_sma_de_lpc4"
"3197","pcm_fftMag_spectralHarmonicity_sma_de_range"
"3198","pcm_fftMag_spectralHarmonicity_sma_de_maxPos"
"3199","pcm_fftMag_spectralHarmonicity_sma_de_minPos"
"3200","pcm_fftMag_spectralHarmonicity_sma_de_quartile1"
"3201","pcm_fftMag_spectralHarmonicity_sma_de_quartile2"
"3202","pcm_fftMag_spectralHarmonicity_sma_de_quartile3"
"3203","pcm_fftMag_spectralHarmonicity_sma_de_iqr1.2"
"3204","pcm_fftMag_spectralHarmonicity_sma_de_iqr2.3"
"3205","pcm_fftMag_spectralHarmonicity_sma_de_iqr1.3"
"3206","pcm_fftMag_spectralHarmonicity_sma_de_percentile1.0"
"3207","pcm_fftMag_spectralHarmonicity_sma_de_percentile99.0"
"3208","pcm_fftMag_spectralHarmonicity_sma_de_pctlrange0.1"
"3209","pcm_fftMag_spectralHarmonicity_sma_de_stddev"
"3210","pcm_fftMag_spectralHarmonicity_sma_de_skewness"
"3211","pcm_fftMag_spectralHarmonicity_sma_de_kurtosis"
"3212","pcm_fftMag_spectralHarmonicity_sma_de_meanSegLen"
"3213","pcm_fftMag_spectralHarmonicity_sma_de_maxSegLen"
"3214","pcm_fftMag_spectralHarmonicity_sma_de_minSegLen"
"3215","pcm_fftMag_spectralHarmonicity_sma_de_segLenStddev"
"3216","pcm_fftMag_spectralHarmonicity_sma_de_upleveltime25"
"3217","pcm_fftMag_spectralHarmonicity_sma_de_upleveltime50"
"3218","pcm_fftMag_spectralHarmonicity_sma_de_upleveltime75"
"3219","pcm_fftMag_spectralHarmonicity_sma_de_upleveltime90"
"3220","pcm_fftMag_spectralHarmonicity_sma_de_risetime"
"3221","pcm_fftMag_spectralHarmonicity_sma_de_leftctime"
"3222","pcm_fftMag_spectralHarmonicity_sma_de_lpgain"
"3223","pcm_fftMag_spectralHarmonicity_sma_de_lpc0"
"3224","pcm_fftMag_spectralHarmonicity_sma_de_lpc1"
"3225","pcm_fftMag_spectralHarmonicity_sma_de_lpc2"
"3226","pcm_fftMag_spectralHarmonicity_sma_de_lpc3"
"3227","pcm_fftMag_spectralHarmonicity_sma_de_lpc4"
"3228","mfcc_sma_de.1._range"
"3229","mfcc_sma_de.1._maxPos"
"3230","mfcc_sma_de.1._minPos"
"3231","mfcc_sma_de.1._quartile1"
"3232","mfcc_sma_de.1._quartile2"
"3233","mfcc_sma_de.1._quartile3"
"3234","mfcc_sma_de.1._iqr1.2"
"3235","mfcc_sma_de.1._iqr2.3"
"3236","mfcc_sma_de.1._iqr1.3"
"3237","mfcc_sma_de.1._percentile1.0"
"3238","mfcc_sma_de.1._percentile99.0"
"3239","mfcc_sma_de.1._pctlrange0.1"
"3240","mfcc_sma_de.1._stddev"
"3241","mfcc_sma_de.1._skewness"
"3242","mfcc_sma_de.1._kurtosis"
"3243","mfcc_sma_de.1._meanSegLen"
"3244","mfcc_sma_de.1._maxSegLen"
"3245","mfcc_sma_de.1._minSegLen"
"3246","mfcc_sma_de.1._segLenStddev"
"3247","mfcc_sma_de.1._upleveltime25"
"3248","mfcc_sma_de.1._upleveltime50"
"3249","mfcc_sma_de.1._upleveltime75"
"3250","mfcc_sma_de.1._upleveltime90"
"3251","mfcc_sma_de.1._risetime"
"3252","mfcc_sma_de.1._leftctime"
"3253","mfcc_sma_de.1._lpgain"
"3254","mfcc_sma_de.1._lpc0"
"3255","mfcc_sma_de.1._lpc1"
"3256","mfcc_sma_de.1._lpc2"
"3257","mfcc_sma_de.1._lpc3"
"3258","mfcc_sma_de.1._lpc4"
"3259","mfcc_sma_de.2._range"
"3260","mfcc_sma_de.2._maxPos"
"3261","mfcc_sma_de.2._minPos"
"3262","mfcc_sma_de.2._quartile1"
"3263","mfcc_sma_de.2._quartile2"
"3264","mfcc_sma_de.2._quartile3"
"3265","mfcc_sma_de.2._iqr1.2"
"3266","mfcc_sma_de.2._iqr2.3"
"3267","mfcc_sma_de.2._iqr1.3"
"3268","mfcc_sma_de.2._percentile1.0"
"3269","mfcc_sma_de.2._percentile99.0"
"3270","mfcc_sma_de.2._pctlrange0.1"
"3271","mfcc_sma_de.2._stddev"
"3272","mfcc_sma_de.2._skewness"
"3273","mfcc_sma_de.2._kurtosis"
"3274","mfcc_sma_de.2._meanSegLen"
"3275","mfcc_sma_de.2._maxSegLen"
"3276","mfcc_sma_de.2._minSegLen"
"3277","mfcc_sma_de.2._segLenStddev"
"3278","mfcc_sma_de.2._upleveltime25"
"3279","mfcc_sma_de.2._upleveltime50"
"3280","mfcc_sma_de.2._upleveltime75"
"3281","mfcc_sma_de.2._upleveltime90"
"3282","mfcc_sma_de.2._risetime"
"3283","mfcc_sma_de.2._leftctime"
"3284","mfcc_sma_de.2._lpgain"
"3285","mfcc_sma_de.2._lpc0"
"3286","mfcc_sma_de.2._lpc1"
"3287","mfcc_sma_de.2._lpc2"
"3288","mfcc_sma_de.2._lpc3"
"3289","mfcc_sma_de.2._lpc4"
"3290","mfcc_sma_de.3._range"
"3291","mfcc_sma_de.3._maxPos"
"3292","mfcc_sma_de.3._minPos"
"3293","mfcc_sma_de.3._quartile1"
"3294","mfcc_sma_de.3._quartile2"
"3295","mfcc_sma_de.3._quartile3"
"3296","mfcc_sma_de.3._iqr1.2"
"3297","mfcc_sma_de.3._iqr2.3"
"3298","mfcc_sma_de.3._iqr1.3"
"3299","mfcc_sma_de.3._percentile1.0"
"3300","mfcc_sma_de.3._percentile99.0"
"3301","mfcc_sma_de.3._pctlrange0.1"
"3302","mfcc_sma_de.3._stddev"
"3303","mfcc_sma_de.3._skewness"
"3304","mfcc_sma_de.3._kurtosis"
"3305","mfcc_sma_de.3._meanSegLen"
"3306","mfcc_sma_de.3._maxSegLen"
"3307","mfcc_sma_de.3._minSegLen"
"3308","mfcc_sma_de.3._segLenStddev"
"3309","mfcc_sma_de.3._upleveltime25"
"3310","mfcc_sma_de.3._upleveltime50"
"3311","mfcc_sma_de.3._upleveltime75"
"3312","mfcc_sma_de.3._upleveltime90"
"3313","mfcc_sma_de.3._risetime"
"3314","mfcc_sma_de.3._leftctime"
"3315","mfcc_sma_de.3._lpgain"
"3316","mfcc_sma_de.3._lpc0"
"3317","mfcc_sma_de.3._lpc1"
"3318","mfcc_sma_de.3._lpc2"
"3319","mfcc_sma_de.3._lpc3"
"3320","mfcc_sma_de.3._lpc4"
"3321","mfcc_sma_de.4._range"
"3322","mfcc_sma_de.4._maxPos"
"3323","mfcc_sma_de.4._minPos"
"3324","mfcc_sma_de.4._quartile1"
"3325","mfcc_sma_de.4._quartile2"
"3326","mfcc_sma_de.4._quartile3"
"3327","mfcc_sma_de.4._iqr1.2"
"3328","mfcc_sma_de.4._iqr2.3"
"3329","mfcc_sma_de.4._iqr1.3"
"3330","mfcc_sma_de.4._percentile1.0"
"3331","mfcc_sma_de.4._percentile99.0"
"3332","mfcc_sma_de.4._pctlrange0.1"
"3333","mfcc_sma_de.4._stddev"
"3334","mfcc_sma_de.4._skewness"
"3335","mfcc_sma_de.4._kurtosis"
"3336","mfcc_sma_de.4._meanSegLen"
"3337","mfcc_sma_de.4._maxSegLen"
"3338","mfcc_sma_de.4._minSegLen"
"3339","mfcc_sma_de.4._segLenStddev"
"3340","mfcc_sma_de.4._upleveltime25"
"3341","mfcc_sma_de.4._upleveltime50"
"3342","mfcc_sma_de.4._upleveltime75"
"3343","mfcc_sma_de.4._upleveltime90"
"3344","mfcc_sma_de.4._risetime"
"3345","mfcc_sma_de.4._leftctime"
"3346","mfcc_sma_de.4._lpgain"
"3347","mfcc_sma_de.4._lpc0"
"3348","mfcc_sma_de.4._lpc1"
"3349","mfcc_sma_de.4._lpc2"
"3350","mfcc_sma_de.4._lpc3"
"3351","mfcc_sma_de.4._lpc4"
"3352","mfcc_sma_de.5._range"
"3353","mfcc_sma_de.5._maxPos"
"3354","mfcc_sma_de.5._minPos"
"3355","mfcc_sma_de.5._quartile1"
"3356","mfcc_sma_de.5._quartile2"
"3357","mfcc_sma_de.5._quartile3"
"3358","mfcc_sma_de.5._iqr1.2"
"3359","mfcc_sma_de.5._iqr2.3"
"3360","mfcc_sma_de.5._iqr1.3"
"3361","mfcc_sma_de.5._percentile1.0"
"3362","mfcc_sma_de.5._percentile99.0"
"3363","mfcc_sma_de.5._pctlrange0.1"
"3364","mfcc_sma_de.5._stddev"
"3365","mfcc_sma_de.5._skewness"
"3366","mfcc_sma_de.5._kurtosis"
"3367","mfcc_sma_de.5._meanSegLen"
"3368","mfcc_sma_de.5._maxSegLen"
"3369","mfcc_sma_de.5._minSegLen"
"3370","mfcc_sma_de.5._segLenStddev"
"3371","mfcc_sma_de.5._upleveltime25"
"3372","mfcc_sma_de.5._upleveltime50"
"3373","mfcc_sma_de.5._upleveltime75"
"3374","mfcc_sma_de.5._upleveltime90"
"3375","mfcc_sma_de.5._risetime"
"3376","mfcc_sma_de.5._leftctime"
"3377","mfcc_sma_de.5._lpgain"
"3378","mfcc_sma_de.5._lpc0"
"3379","mfcc_sma_de.5._lpc1"
"3380","mfcc_sma_de.5._lpc2"
"3381","mfcc_sma_de.5._lpc3"
"3382","mfcc_sma_de.5._lpc4"
"3383","mfcc_sma_de.6._range"
"3384","mfcc_sma_de.6._maxPos"
"3385","mfcc_sma_de.6._minPos"
"3386","mfcc_sma_de.6._quartile1"
"3387","mfcc_sma_de.6._quartile2"
"3388","mfcc_sma_de.6._quartile3"
"3389","mfcc_sma_de.6._iqr1.2"
"3390","mfcc_sma_de.6._iqr2.3"
"3391","mfcc_sma_de.6._iqr1.3"
"3392","mfcc_sma_de.6._percentile1.0"
"3393","mfcc_sma_de.6._percentile99.0"
"3394","mfcc_sma_de.6._pctlrange0.1"
"3395","mfcc_sma_de.6._stddev"
"3396","mfcc_sma_de.6._skewness"
"3397","mfcc_sma_de.6._kurtosis"
"3398","mfcc_sma_de.6._meanSegLen"
"3399","mfcc_sma_de.6._maxSegLen"
"3400","mfcc_sma_de.6._minSegLen"
"3401","mfcc_sma_de.6._segLenStddev"
"3402","mfcc_sma_de.6._upleveltime25"
"3403","mfcc_sma_de.6._upleveltime50"
"3404","mfcc_sma_de.6._upleveltime75"
"3405","mfcc_sma_de.6._upleveltime90"
"3406","mfcc_sma_de.6._risetime"
"3407","mfcc_sma_de.6._leftctime"
"3408","mfcc_sma_de.6._lpgain"
"3409","mfcc_sma_de.6._lpc0"
"3410","mfcc_sma_de.6._lpc1"
"3411","mfcc_sma_de.6._lpc2"
"3412","mfcc_sma_de.6._lpc3"
"3413","mfcc_sma_de.6._lpc4"
"3414","mfcc_sma_de.7._range"
"3415","mfcc_sma_de.7._maxPos"
"3416","mfcc_sma_de.7._minPos"
"3417","mfcc_sma_de.7._quartile1"
"3418","mfcc_sma_de.7._quartile2"
"3419","mfcc_sma_de.7._quartile3"
"3420","mfcc_sma_de.7._iqr1.2"
"3421","mfcc_sma_de.7._iqr2.3"
"3422","mfcc_sma_de.7._iqr1.3"
"3423","mfcc_sma_de.7._percentile1.0"
"3424","mfcc_sma_de.7._percentile99.0"
"3425","mfcc_sma_de.7._pctlrange0.1"
"3426","mfcc_sma_de.7._stddev"
"3427","mfcc_sma_de.7._skewness"
"3428","mfcc_sma_de.7._kurtosis"
"3429","mfcc_sma_de.7._meanSegLen"
"3430","mfcc_sma_de.7._maxSegLen"
"3431","mfcc_sma_de.7._minSegLen"
"3432","mfcc_sma_de.7._segLenStddev"
"3433","mfcc_sma_de.7._upleveltime25"
"3434","mfcc_sma_de.7._upleveltime50"
"3435","mfcc_sma_de.7._upleveltime75"
"3436","mfcc_sma_de.7._upleveltime90"
"3437","mfcc_sma_de.7._risetime"
"3438","mfcc_sma_de.7._leftctime"
"3439","mfcc_sma_de.7._lpgain"
"3440","mfcc_sma_de.7._lpc0"
"3441","mfcc_sma_de.7._lpc1"
"3442","mfcc_sma_de.7._lpc2"
"3443","mfcc_sma_de.7._lpc3"
"3444","mfcc_sma_de.7._lpc4"
"3445","mfcc_sma_de.8._range"
"3446","mfcc_sma_de.8._maxPos"
"3447","mfcc_sma_de.8._minPos"
"3448","mfcc_sma_de.8._quartile1"
"3449","mfcc_sma_de.8._quartile2"
"3450","mfcc_sma_de.8._quartile3"
"3451","mfcc_sma_de.8._iqr1.2"
"3452","mfcc_sma_de.8._iqr2.3"
"3453","mfcc_sma_de.8._iqr1.3"
"3454","mfcc_sma_de.8._percentile1.0"
"3455","mfcc_sma_de.8._percentile99.0"
"3456","mfcc_sma_de.8._pctlrange0.1"
"3457","mfcc_sma_de.8._stddev"
"3458","mfcc_sma_de.8._skewness"
"3459","mfcc_sma_de.8._kurtosis"
"3460","mfcc_sma_de.8._meanSegLen"
"3461","mfcc_sma_de.8._maxSegLen"
"3462","mfcc_sma_de.8._minSegLen"
"3463","mfcc_sma_de.8._segLenStddev"
"3464","mfcc_sma_de.8._upleveltime25"
"3465","mfcc_sma_de.8._upleveltime50"
"3466","mfcc_sma_de.8._upleveltime75"
"3467","mfcc_sma_de.8._upleveltime90"
"3468","mfcc_sma_de.8._risetime"
"3469","mfcc_sma_de.8._leftctime"
"3470","mfcc_sma_de.8._lpgain"
"3471","mfcc_sma_de.8._lpc0"
"3472","mfcc_sma_de.8._lpc1"
"3473","mfcc_sma_de.8._lpc2"
"3474","mfcc_sma_de.8._lpc3"
"3475","mfcc_sma_de.8._lpc4"
"3476","mfcc_sma_de.9._range"
"3477","mfcc_sma_de.9._maxPos"
"3478","mfcc_sma_de.9._minPos"
"3479","mfcc_sma_de.9._quartile1"
"3480","mfcc_sma_de.9._quartile2"
"3481","mfcc_sma_de.9._quartile3"
"3482","mfcc_sma_de.9._iqr1.2"
"3483","mfcc_sma_de.9._iqr2.3"
"3484","mfcc_sma_de.9._iqr1.3"
"3485","mfcc_sma_de.9._percentile1.0"
"3486","mfcc_sma_de.9._percentile99.0"
"3487","mfcc_sma_de.9._pctlrange0.1"
"3488","mfcc_sma_de.9._stddev"
"3489","mfcc_sma_de.9._skewness"
"3490","mfcc_sma_de.9._kurtosis"
"3491","mfcc_sma_de.9._meanSegLen"
"3492","mfcc_sma_de.9._maxSegLen"
"3493","mfcc_sma_de.9._minSegLen"
"3494","mfcc_sma_de.9._segLenStddev"
"3495","mfcc_sma_de.9._upleveltime25"
"3496","mfcc_sma_de.9._upleveltime50"
"3497","mfcc_sma_de.9._upleveltime75"
"3498","mfcc_sma_de.9._upleveltime90"
"3499","mfcc_sma_de.9._risetime"
"3500","mfcc_sma_de.9._leftctime"
"3501","mfcc_sma_de.9._lpgain"
"3502","mfcc_sma_de.9._lpc0"
"3503","mfcc_sma_de.9._lpc1"
"3504","mfcc_sma_de.9._lpc2"
"3505","mfcc_sma_de.9._lpc3"
"3506","mfcc_sma_de.9._lpc4"
"3507","mfcc_sma_de.10._range"
"3508","mfcc_sma_de.10._maxPos"
"3509","mfcc_sma_de.10._minPos"
"3510","mfcc_sma_de.10._quartile1"
"3511","mfcc_sma_de.10._quartile2"
"3512","mfcc_sma_de.10._quartile3"
"3513","mfcc_sma_de.10._iqr1.2"
"3514","mfcc_sma_de.10._iqr2.3"
"3515","mfcc_sma_de.10._iqr1.3"
"3516","mfcc_sma_de.10._percentile1.0"
"3517","mfcc_sma_de.10._percentile99.0"
"3518","mfcc_sma_de.10._pctlrange0.1"
"3519","mfcc_sma_de.10._stddev"
"3520","mfcc_sma_de.10._skewness"
"3521","mfcc_sma_de.10._kurtosis"
"3522","mfcc_sma_de.10._meanSegLen"
"3523","mfcc_sma_de.10._maxSegLen"
"3524","mfcc_sma_de.10._minSegLen"
"3525","mfcc_sma_de.10._segLenStddev"
"3526","mfcc_sma_de.10._upleveltime25"
"3527","mfcc_sma_de.10._upleveltime50"
"3528","mfcc_sma_de.10._upleveltime75"
"3529","mfcc_sma_de.10._upleveltime90"
"3530","mfcc_sma_de.10._risetime"
"3531","mfcc_sma_de.10._leftctime"
"3532","mfcc_sma_de.10._lpgain"
"3533","mfcc_sma_de.10._lpc0"
"3534","mfcc_sma_de.10._lpc1"
"3535","mfcc_sma_de.10._lpc2"
"3536","mfcc_sma_de.10._lpc3"
"3537","mfcc_sma_de.10._lpc4"
"3538","mfcc_sma_de.11._range"
"3539","mfcc_sma_de.11._maxPos"
"3540","mfcc_sma_de.11._minPos"
"3541","mfcc_sma_de.11._quartile1"
"3542","mfcc_sma_de.11._quartile2"
"3543","mfcc_sma_de.11._quartile3"
"3544","mfcc_sma_de.11._iqr1.2"
"3545","mfcc_sma_de.11._iqr2.3"
"3546","mfcc_sma_de.11._iqr1.3"
"3547","mfcc_sma_de.11._percentile1.0"
"3548","mfcc_sma_de.11._percentile99.0"
"3549","mfcc_sma_de.11._pctlrange0.1"
"3550","mfcc_sma_de.11._stddev"
"3551","mfcc_sma_de.11._skewness"
"3552","mfcc_sma_de.11._kurtosis"
"3553","mfcc_sma_de.11._meanSegLen"
"3554","mfcc_sma_de.11._maxSegLen"
"3555","mfcc_sma_de.11._minSegLen"
"3556","mfcc_sma_de.11._segLenStddev"
"3557","mfcc_sma_de.11._upleveltime25"
"3558","mfcc_sma_de.11._upleveltime50"
"3559","mfcc_sma_de.11._upleveltime75"
"3560","mfcc_sma_de.11._upleveltime90"
"3561","mfcc_sma_de.11._risetime"
"3562","mfcc_sma_de.11._leftctime"
"3563","mfcc_sma_de.11._lpgain"
"3564","mfcc_sma_de.11._lpc0"
"3565","mfcc_sma_de.11._lpc1"
"3566","mfcc_sma_de.11._lpc2"
"3567","mfcc_sma_de.11._lpc3"
"3568","mfcc_sma_de.11._lpc4"
"3569","mfcc_sma_de.12._range"
"3570","mfcc_sma_de.12._maxPos"
"3571","mfcc_sma_de.12._minPos"
"3572","mfcc_sma_de.12._quartile1"
"3573","mfcc_sma_de.12._quartile2"
"3574","mfcc_sma_de.12._quartile3"
"3575","mfcc_sma_de.12._iqr1.2"
"3576","mfcc_sma_de.12._iqr2.3"
"3577","mfcc_sma_de.12._iqr1.3"
"3578","mfcc_sma_de.12._percentile1.0"
"3579","mfcc_sma_de.12._percentile99.0"
"3580","mfcc_sma_de.12._pctlrange0.1"
"3581","mfcc_sma_de.12._stddev"
"3582","mfcc_sma_de.12._skewness"
"3583","mfcc_sma_de.12._kurtosis"
"3584","mfcc_sma_de.12._meanSegLen"
"3585","mfcc_sma_de.12._maxSegLen"
"3586","mfcc_sma_de.12._minSegLen"
"3587","mfcc_sma_de.12._segLenStddev"
"3588","mfcc_sma_de.12._upleveltime25"
"3589","mfcc_sma_de.12._upleveltime50"
"3590","mfcc_sma_de.12._upleveltime75"
"3591","mfcc_sma_de.12._upleveltime90"
"3592","mfcc_sma_de.12._risetime"
"3593","mfcc_sma_de.12._leftctime"
"3594","mfcc_sma_de.12._lpgain"
"3595","mfcc_sma_de.12._lpc0"
"3596","mfcc_sma_de.12._lpc1"
"3597","mfcc_sma_de.12._lpc2"
"3598","mfcc_sma_de.12._lpc3"
"3599","mfcc_sma_de.12._lpc4"
"3600","mfcc_sma_de.13._range"
"3601","mfcc_sma_de.13._maxPos"
"3602","mfcc_sma_de.13._minPos"
"3603","mfcc_sma_de.13._quartile1"
"3604","mfcc_sma_de.13._quartile2"
"3605","mfcc_sma_de.13._quartile3"
"3606","mfcc_sma_de.13._iqr1.2"
"3607","mfcc_sma_de.13._iqr2.3"
"3608","mfcc_sma_de.13._iqr1.3"
"3609","mfcc_sma_de.13._percentile1.0"
"3610","mfcc_sma_de.13._percentile99.0"
"3611","mfcc_sma_de.13._pctlrange0.1"
"3612","mfcc_sma_de.13._stddev"
"3613","mfcc_sma_de.13._skewness"
"3614","mfcc_sma_de.13._kurtosis"
"3615","mfcc_sma_de.13._meanSegLen"
"3616","mfcc_sma_de.13._maxSegLen"
"3617","mfcc_sma_de.13._minSegLen"
"3618","mfcc_sma_de.13._segLenStddev"
"3619","mfcc_sma_de.13._upleveltime25"
"3620","mfcc_sma_de.13._upleveltime50"
"3621","mfcc_sma_de.13._upleveltime75"
"3622","mfcc_sma_de.13._upleveltime90"
"3623","mfcc_sma_de.13._risetime"
"3624","mfcc_sma_de.13._leftctime"
"3625","mfcc_sma_de.13._lpgain"
"3626","mfcc_sma_de.13._lpc0"
"3627","mfcc_sma_de.13._lpc1"
"3628","mfcc_sma_de.13._lpc2"
"3629","mfcc_sma_de.13._lpc3"
"3630","mfcc_sma_de.13._lpc4"
"3631","mfcc_sma_de.14._range"
"3632","mfcc_sma_de.14._maxPos"
"3633","mfcc_sma_de.14._minPos"
"3634","mfcc_sma_de.14._quartile1"
"3635","mfcc_sma_de.14._quartile2"
"3636","mfcc_sma_de.14._quartile3"
"3637","mfcc_sma_de.14._iqr1.2"
"3638","mfcc_sma_de.14._iqr2.3"
"3639","mfcc_sma_de.14._iqr1.3"
"3640","mfcc_sma_de.14._percentile1.0"
"3641","mfcc_sma_de.14._percentile99.0"
"3642","mfcc_sma_de.14._pctlrange0.1"
"3643","mfcc_sma_de.14._stddev"
"3644","mfcc_sma_de.14._skewness"
"3645","mfcc_sma_de.14._kurtosis"
"3646","mfcc_sma_de.14._meanSegLen"
"3647","mfcc_sma_de.14._maxSegLen"
"3648","mfcc_sma_de.14._minSegLen"
"3649","mfcc_sma_de.14._segLenStddev"
"3650","mfcc_sma_de.14._upleveltime25"
"3651","mfcc_sma_de.14._upleveltime50"
"3652","mfcc_sma_de.14._upleveltime75"
"3653","mfcc_sma_de.14._upleveltime90"
"3654","mfcc_sma_de.14._risetime"
"3655","mfcc_sma_de.14._leftctime"
"3656","mfcc_sma_de.14._lpgain"
"3657","mfcc_sma_de.14._lpc0"
"3658","mfcc_sma_de.14._lpc1"
"3659","mfcc_sma_de.14._lpc2"
"3660","mfcc_sma_de.14._lpc3"
"3661","mfcc_sma_de.14._lpc4"
"3662","F0final_sma_amean"
"3663","F0final_sma_flatness"
"3664","F0final_sma_posamean"
"3665","F0final_sma_rqmean"
"3666","F0final_sma_range"
"3667","F0final_sma_maxPos"
"3668","F0final_sma_minPos"
"3669","F0final_sma_linregc1"
"3670","F0final_sma_linregc2"
"3671","F0final_sma_linregerrQ"
"3672","F0final_sma_qregc1"
"3673","F0final_sma_qregc2"
"3674","F0final_sma_qregc3"
"3675","F0final_sma_qregerrQ"
"3676","F0final_sma_centroid"
"3677","F0final_sma_quartile1"
"3678","F0final_sma_quartile2"
"3679","F0final_sma_quartile3"
"3680","F0final_sma_iqr1.2"
"3681","F0final_sma_iqr2.3"
"3682","F0final_sma_iqr1.3"
"3683","F0final_sma_percentile1.0"
"3684","F0final_sma_percentile99.0"
"3685","F0final_sma_pctlrange0.1"
"3686","F0final_sma_stddev"
"3687","F0final_sma_skewness"
"3688","F0final_sma_kurtosis"
"3689","F0final_sma_upleveltime25"
"3690","F0final_sma_upleveltime50"
"3691","F0final_sma_upleveltime75"
"3692","F0final_sma_upleveltime90"
"3693","F0final_sma_risetime"
"3694","F0final_sma_leftctime"
"3695","F0final_sma_lpgain"
"3696","F0final_sma_lpc0"
"3697","F0final_sma_lpc1"
"3698","F0final_sma_lpc2"
"3699","F0final_sma_lpc3"
"3700","F0final_sma_lpc4"
"3701","voicingFinalUnclipped_sma_amean"
"3702","voicingFinalUnclipped_sma_flatness"
"3703","voicingFinalUnclipped_sma_posamean"
"3704","voicingFinalUnclipped_sma_rqmean"
"3705","voicingFinalUnclipped_sma_range"
"3706","voicingFinalUnclipped_sma_maxPos"
"3707","voicingFinalUnclipped_sma_minPos"
"3708","voicingFinalUnclipped_sma_linregc1"
"3709","voicingFinalUnclipped_sma_linregc2"
"3710","voicingFinalUnclipped_sma_linregerrQ"
"3711","voicingFinalUnclipped_sma_qregc1"
"3712","voicingFinalUnclipped_sma_qregc2"
"3713","voicingFinalUnclipped_sma_qregc3"
"3714","voicingFinalUnclipped_sma_qregerrQ"
"3715","voicingFinalUnclipped_sma_centroid"
"3716","voicingFinalUnclipped_sma_quartile1"
"3717","voicingFinalUnclipped_sma_quartile2"
"3718","voicingFinalUnclipped_sma_quartile3"
"3719","voicingFinalUnclipped_sma_iqr1.2"
"3720","voicingFinalUnclipped_sma_iqr2.3"
"3721","voicingFinalUnclipped_sma_iqr1.3"
"3722","voicingFinalUnclipped_sma_percentile1.0"
"3723","voicingFinalUnclipped_sma_percentile99.0"
"3724","voicingFinalUnclipped_sma_pctlrange0.1"
"3725","voicingFinalUnclipped_sma_stddev"
"3726","voicingFinalUnclipped_sma_skewness"
"3727","voicingFinalUnclipped_sma_kurtosis"
"3728","voicingFinalUnclipped_sma_upleveltime25"
"3729","voicingFinalUnclipped_sma_upleveltime50"
"3730","voicingFinalUnclipped_sma_upleveltime75"
"3731","voicingFinalUnclipped_sma_upleveltime90"
"3732","voicingFinalUnclipped_sma_risetime"
"3733","voicingFinalUnclipped_sma_leftctime"
"3734","voicingFinalUnclipped_sma_lpgain"
"3735","voicingFinalUnclipped_sma_lpc0"
"3736","voicingFinalUnclipped_sma_lpc1"
"3737","voicingFinalUnclipped_sma_lpc2"
"3738","voicingFinalUnclipped_sma_lpc3"
"3739","voicingFinalUnclipped_sma_lpc4"
"3740","jitterLocal_sma_amean"
"3741","jitterLocal_sma_flatness"
"3742","jitterLocal_sma_posamean"
"3743","jitterLocal_sma_rqmean"
"3744","jitterLocal_sma_range"
"3745","jitterLocal_sma_maxPos"
"3746","jitterLocal_sma_minPos"
"3747","jitterLocal_sma_linregc1"
"3748","jitterLocal_sma_linregc2"
"3749","jitterLocal_sma_linregerrQ"
"3750","jitterLocal_sma_qregc1"
"3751","jitterLocal_sma_qregc2"
"3752","jitterLocal_sma_qregc3"
"3753","jitterLocal_sma_qregerrQ"
"3754","jitterLocal_sma_centroid"
"3755","jitterLocal_sma_quartile1"
"3756","jitterLocal_sma_quartile2"
"3757","jitterLocal_sma_quartile3"
"3758","jitterLocal_sma_iqr1.2"
"3759","jitterLocal_sma_iqr2.3"
"3760","jitterLocal_sma_iqr1.3"
"3761","jitterLocal_sma_percentile1.0"
"3762","jitterLocal_sma_percentile99.0"
"3763","jitterLocal_sma_pctlrange0.1"
"3764","jitterLocal_sma_stddev"
